TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T853621,C5012469,5/10/88,M,DAUSA,1110.61,9/9/16,192645,175.0
T186,C8231241,19/6/89,M,NEW DELHI,407935.95,8/8/16,184034,500.0
T601821,C2625459,10/8/89,M,AURANGABAD,14078.07,25/8/16,110552,130.0
T757468,C7219880,18/4/78,F,BANGALORE,9085.68,1/9/16,175955,1298.0
T987511,C3641543,22/2/82,F,NAVI MUMBAI,57812.77,15/9/16,194123,599.0
T782580,C2711236,20/6/91,M,JAIPUR,24876.86,6/9/16,140002,789.0
T341247,C2924733,18/4/85,M,MUMBAI,38916.14,14/8/16,110438,107.0
T437590,C1139339,17/6/85,M,BANGALORE,32643.56,17/8/16,210701,280.0
T915925,C9017822,13/4/88,M,CHANDRAPUR DIST,1235.06,12/9/16,195143,1900.0
T715554,C2939015,13/4/90,F,DEHRADUN,3749.61,3/9/16,200002,3099.0
T526441,C2410946,7/8/89,F,N DELHI,24600.94,24/8/16,205555,905.0
T788621,C4027920,7/1/74,M,GUHLA,2016770.87,5/9/16,91700,1795.76
T341273,C8120037,21/8/92,M,NIZAMABAD,21073.41,14/8/16,33827,60.0
T130787,C8839336,1/1/1800,F,COIMBATORE,480336.62,6/8/16,213632,500.0
T748333,C7114486,6/7/87,M,CHANDIGARH,18313.75,1/9/16,232056,50.0
T136416,C7924351,9/7/75,M,MUMBAI,1914207.33,5/8/16,134510,5295.5
T129362,C8734877,9/7/91,M,THANE,21451.4,6/8/16,194428,60.0
T33267,C1610458,1/1/1800,M,BANGALORE,104792.25,25/9/16,204229,3545.0
T627195,C1643392,15/4/87,M,HYDERABAD,49716.04,25/8/16,180457,500.0
T509777,C4218443,17/9/87,M,PUNE,36540.82,19/8/16,181539,153.0
T928479,C2129730,1/1/1800,M,NAVI MUMBAI,47476.35,11/9/16,114422,3829.62
T204192,C7118319,20/1/85,M,THANE BHAYANDER EAST THANE,9206.93,8/8/16,143102,539.0
T606852,C4639933,18/10/87,M,GURGAON,34487.81,26/8/16,182303,53.98
T898779,C5939674,12/9/81,M,PUNE,4110.76,7/9/16,94813,200.0
T393531,C2723846,21/3/77,M,BANGALORE,33200.09,13/8/16,192308,507.5
T202860,C6335537,5/2/83,M,GURGAON,17293.71,8/8/16,93218,27.0
T207474,C5794260,21/11/86,M,BHAVNAGAR,10238.63,8/8/16,122236,240.0
T985199,C5057737,7/6/86,M,LUDHIANA,315881.57,15/9/16,34729,543.22
T731404,C6525183,23/9/84,M,NOIDA,303.69,2/9/16,153548,86.0
T605962,C7623686,28/3/78,M,CHENNAI,3251.65,26/8/16,180933,50.0
T939730,C6134864,6/9/86,M,AHMEDABAD,44130.64,11/9/16,182631,73.0
T1032527,C6741674,31/7/91,M,KOLKATA,463907.16,13/9/16,41446,25.0
T252948,C8822626,2/2/83,M,GHAZIABAD,45010.64,7/8/16,232031,2745.0
T1034060,C5794976,21/5/88,M,MUMBAI,208733.59,18/9/16,162304,2080.0
T430325,C5031868,1/1/1800,M,GURGAON,133863.58,17/8/16,193529,1500.0
T704299,C6824386,16/8/89,F,GURGAON,46323.42,30/8/16,134712,1000.0
T99881,C7629130,23/6/94,F,MUMBAI,88.52,1/8/16,193441,1550.0
T891334,C8922427,12/10/92,F,PUNE,11693.43,7/9/16,163009,19.0
T466615,C2723616,30/8/89,M,NASHIK,7981.7,21/8/16,201346,1240.0
T859912,C1337579,22/5/68,M,NAGPUR,25789.28,9/9/16,210718,209.0
T720265,C8922534,19/8/89,M,NOIDA,195171.4,3/9/16,221744,2018.12
T275616,C3830239,26/8/89,M,MUMBAI,57704.96,11/8/16,3732,1000.0
T187147,C7027314,1/1/1800,M,2 THAKUR VILLAGE KANDIVALI  MUMBAI,98295.86,9/8/16,153727,573.85
T481707,C2218038,12/10/80,M,RESTAURENT BANGALORE,0.0,21/8/16,211347,3048.65
T440778,C8330792,21/7/88,M,RANGA REDDY,4272.68,16/8/16,124749,1000.0
T906764,C8419364,23/1/85,M,BANGALORE,486.61,12/9/16,140032,2392.75
T365141,C1718519,15/12/84,M,NEW DELHI,20365.28,13/8/16,95508,425.0
T116597,C7322222,17/9/89,M,PAONTA SAHIB,1948.13,6/8/16,131318,600.0
T678038,C5238920,29/9/89,M,DELHI,23562.55,31/8/16,183306,115.0
T240389,C8529288,10/3/87,M,PUNE,18126.8,7/8/16,153752,200.0
T754828,C3532237,12/7/92,F,GURGAON,39232.81,1/9/16,202625,19.0
T371064,C3921781,1/7/57,M,ANDHERI E MUMBAI,475.29,13/8/16,111235,125.0
T229071,C1725763,30/6/86,M,BANGALORE,16168.88,7/8/16,15936,50.0
T130550,C2340068,11/10/90,M,PHASE 1 HINJEWADI  PUNE,74033.49,5/8/16,114255,1000.0
T166693,C7134227,12/12/87,M,MOHALI,16186.91,4/8/16,142559,4409.0
T186742,C2610717,15/12/82,M,GURGAON,18005.91,9/8/16,182517,1000.0
T1036354,C2838618,15/10/85,M,MUMBAI,5810.66,18/9/16,152113,300.0
T782409,C3217735,12/3/90,F,SILIGURI,451.21,6/9/16,151029,700.0
T560660,C8089866,,M,KANPUR,295871.53,22/8/16,163454,1200.0
T433941,C6138344,27/10/90,M,CHANDIGARH,20645.25,17/8/16,200409,40.0
T962554,C2328933,30/1/92,F,BANGALORE,14024.23,10/9/16,152336,6445.0
T177377,C8434452,9/11/89,M,DELHI,54033.57,9/8/16,10957,575.0
T691948,C1451818,6/11/87,M,BAMBOLIM,314144.92,31/8/16,223958,320.0
T456713,C8773881,15/12/86,M,NAGAPATTINAM,18169.8,16/8/16,193140,1279.0
T345767,C4229489,19/2/85,M,MUMBAI,1789497.78,15/8/16,235931,2520.0
T162057,C6041779,15/8/92,M,NANDALUR,6812.9,4/8/16,90247,100.0
T796004,C6832674,10/6/88,F,MUMBAI,52752.42,5/9/16,140631,6400.0
T851790,C1645822,2/6/83,M,VISAKHAPATNAM,4087.59,9/9/16,90801,55.0
T1026794,C1117140,12/9/83,M,KAPURTHALA,8226.05,13/9/16,132041,309.0
T340821,C7934638,10/7/68,F,NEW DELHI,1283.12,15/8/16,215142,145.0
T708720,C1427436,28/9/95,F,MUMBAI,286356.35,3/9/16,170444,1398.0
T1045021,C6016538,11/7/94,F,DELHI,2700.59,18/9/16,73254,2.58
T408403,C2310255,17/7/91,M,NEW DELHI,17146.97,18/8/16,130322,200.0
T459617,C6714365,10/5/81,M,GURGAON,614463.32,21/8/16,105001,560.0
T941177,C7311026,26/2/85,M,GURGAON,126453.63,11/9/16,205554,649.0
T604997,C1027989,1/1/1800,M,NOIDA,230966.49,26/8/16,184450,7995.0
T526096,C6428474,3/2/73,M,DELHI,17384.65,24/8/16,120223,400.0
T1035629,C8077865,28/1/89,M,GURGAON,24123.45,18/9/16,162522,438.0
T159391,C9023381,3/2/83,M,NEW DELHI,4224.27,4/8/16,164759,600.0
T934927,C8326491,14/5/87,M,ERNAKULAM,75112.74,11/9/16,190549,241.0
T843044,C6953285,7/2/93,M,ORR BANGALORE,28999.54,9/9/16,153457,143.0
T901425,C6275991,23/5/79,M,PATIALA,18536.27,7/9/16,110047,1673.0
T638106,C3834869,20/6/87,M,THANE,66.64,25/8/16,235317,61.0
T96136,C4531929,29/11/87,M,KOLKATA,75.11,1/8/16,150925,109.0
T141088,C4636978,6/4/84,M,DELHI,137.65,5/8/16,134955,95.0
T626531,C4529155,19/11/85,M,BANGALORE,66484.39,29/8/16,141928,27.0
T647375,C3622670,16/4/97,M,NEW DELHI,3936.52,25/8/16,114040,143.38
T304140,C8515190,3/7/94,M,MUZAFFARNAGAR,12944.26,10/8/16,163140,233.0
T644071,C1722349,1/10/85,M,SOUTH 24 PARGANAS,28.4,25/8/16,131048,20.0
T640092,C8719316,4/2/85,F,GURGAON,293040.9,29/8/16,145023,319.0
T771080,C8231924,18/10/90,M,ROHTAK,16915.49,6/9/16,230720,770.0
T897328,C8928952,1/3/92,M,DAHOD,32575.68,7/9/16,93116,120.0
T975381,C1213220,3/4/75,M,INDORE,9944.62,15/9/16,135835,500.0
T407318,C6310470,4/6/88,M,NOIDA,38570.47,18/8/16,190733,750.0
T921602,C4831247,17/4/94,F,MUMBAI,906.59,12/9/16,212603,49.0
T355851,C4641614,10/4/78,F,VADODARA,5842.08,14/8/16,131150,600.0
T208237,C3141792,5/7/87,M,LUCKNOW,17480.25,8/8/16,124106,407.0
T111471,C2329723,13/4/85,F,BANGALORE,634188.7,6/8/16,171734,2463.0
T578850,C4931875,17/10/84,M,MUMBAI,6442.32,27/8/16,121737,200.0
T807348,C1841328,13/1/86,M,AMRAVATI,60250.94,5/9/16,203321,406.0
T852838,C7229154,4/1/74,M,RAJPURA,5489.53,9/9/16,203546,150.0
T472405,C6934747,1/1/1800,M,AMRITSAR,389844.27,21/8/16,150426,7096.0
T432033,C8042658,11/2/89,M,NEW DELHI,346.03,17/8/16,191303,297.0
T280583,C6421891,13/2/89,F,BANGALORE,23063.11,11/8/16,102556,1147.0
T820671,C6610431,19/11/74,M,KOLKATA,3307.72,4/9/16,195308,243.0
T129043,C3014429,3/2/92,M,PUNE,4775.05,6/8/16,175921,787.0
T315958,C2332185,14/8/89,M,BANGALORE,11269.82,10/8/16,231115,500.0
T614713,C7337383,20/1/92,F,AMRITSAR,1971.38,22/8/16,230542,50.0
T250937,C8315291,3/3/90,M,LUCKNOW,83.6,7/8/16,84028,29.0
T272800,C1130644,30/6/90,M,MUMBAI,6883.36,12/8/16,215359,805.0
T793943,C8239180,9/3/90,M,MUMBAI,11280.61,5/9/16,103136,2424.1
T737122,C6626049,14/6/87,M,VISAKHAPATNAM,10272.24,2/9/16,192809,404.6
T16800,C1826518,2/8/83,M,MUMBAI,103666.51,26/9/16,190219,2390.0
T950696,C6810887,3/9/89,F,PUNE,31158.86,11/9/16,223416,372.0
T944338,C2830746,26/3/94,F,GURGAON,27463.12,11/9/16,212628,162.0
T772442,C8878335,28/4/90,M,ROURKELA,32524.24,6/9/16,210543,710.0
T347193,C3224776,3/2/61,F,KUWAIT,525829.42,15/8/16,225213,235.0
T1031636,C6934872,3/8/79,M,JUNAGADH,153.79,13/9/16,84018,327.1
T486639,C5918661,17/8/80,M,DOMBIVALI EAST,61462.37,20/8/16,112557,265.0
T883648,C5220652,18/7/74,F,PANIPAT,10434.63,7/9/16,211456,500.0
T464579,C4511848,4/1/91,F,ALIGARH,12105.71,16/8/16,233313,175.0
T731858,C1214031,12/7/88,M,MATHURA,4089.99,2/9/16,150007,200.0
T532822,C3718364,19/3/91,F,NOIDA,7.67,24/8/16,213114,18.0
T273201,C2117041,5/3/94,M,GANJAM,2175.39,12/8/16,201408,1149.31
T838294,C7111319,14/9/90,M,MUMBAI,58.93,9/9/16,173420,1010.0
T298399,C6914585,30/5/88,M,NEW DELHI,314365.28,11/8/16,233237,524.7
T682689,C7722665,6/2/94,F,KURUKSHETRA,7198.12,28/8/16,100713,243.0
T902930,C1642740,15/4/79,M,THANE,191545.59,12/9/16,161105,19000.0
T947853,C2736364,16/10/88,M,DELHI,34.52,10/9/16,212706,110.0
T207424,C1591135,14/5/88,F,MUMBAI,48495.97,8/8/16,165729,113.0
T15887,C2727657,8/4/94,M,MUMBAI,1070.0,26/9/16,204244,220.0
T196902,C1027181,18/3/88,M,HARIDWAR,50246.74,8/8/16,93055,100.0
T851998,C8234113,30/1/89,M,GURGAON,11700.01,9/9/16,200156,129.0
T880978,C8930690,6/12/92,M,UDUPI,6059.49,7/9/16,225610,226.0
T547555,C2714750,1/7/88,F,NAVI MUMBAI,636779.23,24/8/16,194515,365.0
T723523,C8932852,22/8/84,M,THANE,13386.97,2/9/16,3739,60.0
T275992,C7887213,10/8/86,F,CHENNAI,63712.31,11/8/16,91326,150.0
T810329,C7228464,26/3/97,M,FAIZABAD,956.18,4/9/16,185940,23.0
T471724,C7241647,18/11/79,F,WEST UMELE BASSEIN ROAD THANE,112572.3,21/8/16,172233,500.0
T802008,C2210140,21/7/89,M,DELHI,48432.9,5/9/16,183034,80.0
T512982,C7633324,6/8/94,M,GURGAON,722.18,19/8/16,195810,50.0
T408882,C3333633,23/10/91,M,MUMBAI,2000.76,18/8/16,185343,224.0
T1037410,C5220259,15/7/92,M,GURGAON,8024.13,18/9/16,134300,507.52
T587451,C2421643,25/8/87,F,NEW DELHI,100567.25,23/8/16,145738,4248.0
T401971,C5838144,1/1/1800,M,MEERUT,66343.7,18/8/16,153941,5200.0
T424888,C8222646,16/4/97,M,NEW DELHI,3936.52,17/8/16,143108,257.09
T549830,C6840842,25/5/90,F,AHMEDABAD,39787.53,23/8/16,190107,162.88
T999065,C2827548,29/6/83,M,NASHIK,8962.67,14/9/16,161618,859.0
T766375,C2431582,,M,TRANSPORT BHIWANDI,231734.3,1/9/16,132542,68.0
T290249,C6421016,1/1/58,F,KHARAGPUR,6203.6,11/8/16,215607,2096.0
T835422,C6237917,21/5/76,M,KOLKATA,142955.63,4/9/16,93230,2500.0
T265030,C8623890,1/1/1800,M,MUMBAI,17288.14,12/8/16,161517,268.0
T699666,C4070080,17/3/82,M,UJJAIN,35978.09,30/8/16,155037,249.0
T997614,C8378213,20/8/84,F,MUMBAI,61185.48,14/9/16,124343,431.0
T992819,C8631360,11/11/75,M,PUNE,85335.7,15/9/16,222118,857.0
T166376,C8014670,29/3/90,M,SALEM,3034.13,4/8/16,152720,415.3
T540791,C5238134,3/11/89,M,THANE,32347.37,22/8/16,65049,135.0
T28968,C1415484,19/9/94,F,CHANDIGARH,21172.8,27/9/16,164102,300.0
T607446,C8686850,24/1/85,M,BANGALORE,72300.02,26/8/16,125113,240.0
T834975,C5234570,13/3/90,M,BANGALORE,6053.56,4/9/16,91409,200.0
T669520,C5920132,2/2/77,F,DELHI,12687.11,28/8/16,145105,272.55
T757553,C4333180,1/1/1800,M,GURGAON,4682213.6,1/9/16,171123,1241.0
T963051,C7516449,15/2/75,F,BANGALORE,31370.3,10/9/16,171223,5000.0
T1038460,C5612322,29/12/92,M,CHANDIGARH,1129.15,18/9/16,141949,1000.0
T663094,C5530180,19/7/93,M,NOIDA,10678.18,31/8/16,104332,124.0
T657599,C3838161,17/3/97,M,NEW DELHI,1030.45,31/8/16,190009,200.0
T583522,C8931155,1/2/96,F,TO NEVILLE HOUSE MUMBAI,464.27,27/8/16,125254,400.0
T1383,C4228281,13/7/84,M,GHAZIABAD,61684.86,21/10/16,210719,259.0
T780946,C7010325,27/9/79,M,NAKODAR,53603.4,6/9/16,161435,1525.35
T851402,C9025941,1/1/1800,M,BHD GOREGAON SPORTS CLUB MUMBAI,152344.41,9/9/16,4301,4302.54
T397935,C3628447,7/5/94,M,DELHI,1259.48,13/8/16,205344,100.0
T770611,C4661467,18/11/92,M,BHANDARA,7756.05,6/9/16,221425,817.0
T1007220,C6028746,18/1/81,F,MUMBAI,127701.8,14/9/16,204315,1.96
T1028220,C1342065,5/1/88,M,MUMBAI,20904.29,13/9/16,131540,300.0
T5794,C7620343,1/1/1800,M,CUTTACK,9974.73,22/9/16,93838,166.0
T67067,C8726336,4/10/95,M,BANGALORE,494.98,2/8/16,112804,66.0
T347248,C7990388,15/8/94,F,BARABANKI,25510.57,14/8/16,150312,1591.0
T872394,C4311449,26/2/92,M,NEW DELHI,11850.45,8/9/16,202409,400.0
T527219,C1212441,7/6/89,F,NEW DELHI,96.63,24/8/16,110313,500.0
T853802,C6317178,17/4/92,F,AHMEDNAGAR,75124.03,9/9/16,233917,1269.54
T989450,C3311511,7/5/96,M,YAVATMAL,3841.87,15/9/16,190613,20.0
T447607,C3612564,27/12/64,M,TEZPUR,463514.69,16/8/16,181953,1476.0
T360805,C3571815,15/7/59,F,GHAZIABAD,20889.92,14/8/16,162153,440.0
T833078,C2517133,6/2/89,F,GURGAON,23221.25,4/9/16,164248,1600.0
T768302,C3664328,1/5/84,M,NOIDA,53580.0,1/9/16,90816,20.0
T935741,C3930279,,M,PUNE,14086.69,11/9/16,162414,2800.0
T908729,C7442772,18/5/90,M,LUCKNOW,10674.25,12/9/16,133431,30.0
T856287,C1612067,12/11/85,M,MUMBAI,86553.96,9/9/16,233119,1450.0
T394202,C8928971,13/2/84,M,KOTTAYAM,23562.84,13/8/16,204648,2603.04
T952714,C1728627,13/3/90,F,NEW DELHI,933.18,10/9/16,193533,3358.0
T736650,C1218445,26/12/72,F,KASHIPUR,1826.32,2/9/16,160305,4500.0
T974572,C7115711,9/4/87,M,ANDHERI (W) MUMBAI,16.08,15/9/16,43059,99.0
T820995,C3864083,1/1/1800,M,BANGALORE,92952.25,4/9/16,201811,298.0
T241041,C8437711,17/1/84,F,THANE WEST,580796.86,7/8/16,201849,2518.0
T301596,C6830569,10/7/88,F,BANGALORE,4146.76,10/8/16,112338,1034.0
T972072,C1251345,12/3/87,M,GUNTUR,331.06,10/9/16,123932,395.38
T202415,C1418542,11/9/92,M,KOTA,17585.76,9/8/16,212817,50.0
T357155,C2549529,25/5/96,M,HOSHIARPUR,915.39,14/8/16,152156,224.0
T913204,C6124822,24/1/85,M,BANGALORE,21877.89,12/9/16,184000,650.0
T94622,C4113256,27/2/82,M,NEW DELHI,102404.61,1/8/16,141220,11186.0
T30386,C2025876,7/10/85,M,PANIPAT,30414.92,25/9/16,202242,710.0
T812225,C1136019,29/8/97,M,NEW DELHI,137.18,5/9/16,210246,100.0
T421900,C4428884,13/5/87,M,GURGAON,33830.6,17/8/16,140459,2500.0
T61219,C8181233,27/4/85,F,GURGAON,47494.48,3/8/16,210200,858.89
T156940,C7214529,1/3/60,M,NAVI MUMBAI,326237.45,3/9/16,144636,512.0
T594052,C3014935,27/5/78,M,MUMBAI,36199.74,26/8/16,143818,2137.8
T308783,C5033376,22/6/89,M,KALYANI,7073.67,10/8/16,121136,20.0
T916371,C4316656,10/8/58,M,FARIDABAD,107403.4,12/9/16,182033,803.25
T562335,C4910950,12/8/65,M,HYDERABAD,58662.41,27/8/16,92758,2860.0
T964869,C3731078,13/7/89,F,NORTH 24 PARGANAS,3948.68,10/9/16,170535,640.0
T823048,C8918935,24/8/97,M,MEERUT,18239.49,4/9/16,174501,408.0
T25449,C2216560,6/6/89,M,AHMEDABAD,24464.83,26/9/16,144116,560.0
T521488,C6142283,2/4/52,M,NEW DELHI,604565.77,19/8/16,185514,1343.0
T609764,C1416783,26/5/89,M,PONDA,52457.49,25/8/16,102123,249.0
T336193,C1531615,15/8/95,F,CHENNAI,1942.83,15/8/16,190039,38.0
T884330,C1878333,24/2/89,M,PATNA,430975.64,8/9/16,213446,786.0
T308083,C3240744,13/8/87,F,NEW DELH,16056.41,10/8/16,152812,5891.0
T938569,C6613467,16/5/80,M,AMBALA,64875.47,11/9/16,194445,1500.0
T465142,C3638749,12/4/96,M,PRATAPGARH,2342.31,21/8/16,170852,10.0
T821447,C2932460,24/3/93,F,ALLAHABAD,25221.65,4/9/16,183710,5498.0
T677551,C3927975,28/7/68,M,MUMBAI,3029007.32,28/8/16,185652,1545.0
T625710,C5528580,20/12/88,F,MUMBAI,90913.11,28/8/16,70340,360.0
T748146,C3236342,8/2/80,M,BANGALORE,334.12,2/9/16,234440,2558.5
T704597,C7735776,31/12/88,M,NOIDA,7613.88,30/8/16,153452,4304.0
T447291,C2637232,1/6/80,M,GURGAON,10740.68,16/8/16,183149,11315.0
T766027,C6239878,9/6/91,F,BANGALORE,2172.59,1/9/16,113837,800.0
T118010,C6739487,15/11/75,F,NEW DELHI,18825.68,6/8/16,183643,295.0
T274382,C3324442,17/10/86,M,AMRITSAR,114529.29,11/8/16,92149,661.0
T489876,C8331953,1/1/1800,M,NEW DELHI,18329.72,20/8/16,182916,266.0
T129680,C2626965,12/6/82,M,BANGALORE,63774.66,6/8/16,195222,501.5
T100623,C2542458,13/8/82,M,GURGAON,36924.1,1/8/16,173824,365.0
T755452,C8239766,4/6/85,M,BANGALORE,1668.06,1/9/16,192840,1895.0
T552043,C6223869,6/1/88,M,GURGAON,1734.32,23/8/16,181859,100.0
T651661,C7917871,16/7/78,M,UDAIPUR,50982.07,31/8/16,142118,2600.0
T483818,C8142864,27/3/92,M,DELHI,81.58,20/8/16,152427,130.66
T152635,C8121477,19/12/85,M,DELHI,9336.7,4/8/16,92601,1000.0
T230809,C7232844,9/4/88,M,DELHI,18.64,7/8/16,161448,1008.63
T950869,C3310947,3/6/91,F,MUMBAI,179510.15,10/9/16,215750,62.22
T807654,C5319167,5/7/92,M,LUCKNOW,3575.3,5/9/16,203029,606.9
T282872,C4538947,14/7/91,M,KARIMNAGAR,8520.84,11/8/16,141550,262.23
T383729,C8665039,11/10/91,M,MADURAI,7626.89,13/8/16,153240,72.0
T280752,C1634015,16/11/94,M,BEED,11159.22,11/8/16,71115,70.0
T902892,C8844489,15/6/81,M,BARMER,109425.21,7/9/16,82754,179.0
T912179,C5531585,22/3/89,M,SURAT,1497.98,12/9/16,83042,100.0
T453819,C7880522,9/2/82,M,NEW DELHI,18774.42,21/8/16,94327,114.0
T18194,C4232182,19/2/66,M,MUMBAI,48431.89,26/9/16,192041,2210.0
T147080,C6218440,25/1/77,M,MUMBAI,52871.99,5/8/16,171051,2245.0
T641699,C3438317,18/6/88,M,BILASPUR,45489.92,25/8/16,184911,238.0
T941689,C6329976,20/7/81,M,MUMBAI,1103.82,11/9/16,223231,330.0
T215229,C8829042,22/6/92,M,BANGALORE,12037.17,8/8/16,164428,165.0
T167686,C3035269,8/6/90,M,PUNE,46615.21,4/8/16,142422,21.0
T879297,C2840921,12/9/92,M,HISAR,17647.31,8/9/16,221908,50.0
T425186,C3835783,5/2/87,M,MARG LOWER PAREL MUMBAI,1146.6,17/8/16,135827,210.0
T417285,C4437559,22/5/68,M,NAGPUR,25789.28,18/8/16,221944,906.0
T366138,C7522235,7/5/78,M,NEW DELHI,292.63,14/8/16,203347,472.0
T445177,C1327371,14/9/85,M,PUNE,11655.74,16/8/16,172307,25000.0
T621213,C3212167,23/5/92,F,BANGALORE,14230.21,29/8/16,230233,1600.0
T208233,C5467979,15/6/92,F,PUNE,14.36,8/8/16,131322,25.0
T465476,C1635473,20/8/90,M,BHOPAL,1447.81,21/8/16,132737,20.0
T640742,C7436226,27/12/76,M,FARIDABAD,754.94,25/8/16,191241,600.0
T783865,C4310966,24/8/88,M,DAHANU,64003.52,6/9/16,133030,2490.0
T684044,C4535280,10/7/87,M,CHENNAI,191803.6,30/8/16,63544,283.0
T322438,C4111289,1/1/1800,M,NEW DELHI,1180638.18,10/8/16,201646,186531.44
T525321,C7919454,30/8/95,M,GHAZIABAD,13064.41,19/8/16,141825,50.0
T960027,C2131213,3/9/74,M,ANAND,111793.93,10/9/16,172838,1447.9
T125784,C2522767,15/1/91,M,KOLKATA,247087.99,6/8/16,134607,6277.75
T368832,C1940161,12/7/84,M,CHANDIGARH,9993.27,13/8/16,65717,64.0
T743928,C2924682,9/2/89,M,AGRA,33136.62,2/9/16,200237,1000.0
T64655,C8416277,19/11/81,F,MUMBAI,471880.62,2/8/16,3706,2980.0
T42538,C4124086,8/7/89,M,KOLKATA,139.42,3/8/16,203813,40.0
T712649,C1415651,7/6/87,M,GURGAON,19473.54,3/9/16,174913,9869.0
T330038,C6729848,27/12/56,M,HYDERABAD,320617.12,15/8/16,141142,1000.0
T751572,C5712422,15/10/67,M,DELHI,32092.3,2/9/16,212018,325.0
T1042293,C6815729,10/2/92,F,NOIDA,290230.2,18/9/16,134007,559.52
T220490,C2738312,30/8/88,M,NEW DELHI,73904.05,8/8/16,191427,750.0
T171146,C6616365,1/1/1800,M,BANGALORE,256049.64,4/8/16,170636,799.0
T743984,C8114961,25/9/82,M,RAIPUR,43066.85,2/9/16,224102,873.0
T90097,C4110674,20/8/86,M,NEW DELHI,2603.71,1/8/16,131214,100.0
T214010,C1032038,5/2/84,F,INDORE,21198.71,8/8/16,162751,200.0
T293845,C3735188,14/6/94,F,MANGALORE,68.5,11/8/16,195047,63.0
T425084,C1514290,27/8/96,M,BHIWANDI,420.5,17/8/16,151652,200.0
T345829,C1841085,2/7/79,F,MUMBAI,0.0,14/8/16,13645,3176.0
T528353,C8176823,25/11/62,F,ALLAHABAD,822756.26,24/8/16,225513,600.0
T836090,C1915225,10/2/89,F,FARIDABAD,5497.93,4/9/16,90531,30.0
T691821,C2627639,3/9/85,F,HOSHIARPUR,7886.82,30/8/16,175359,1127.0
T417469,C4929368,26/1/84,M,GURGAON,21972.15,18/8/16,220153,100.0
T333851,C7836366,5/5/78,M,ERNAKULAM,13275.13,15/8/16,193107,2869.0
T275021,C7927786,30/8/88,M,AMBALA,36951.48,12/8/16,194937,700.0
T589383,C1434983,3/7/96,M,BAREILLY,4331.5,22/8/16,201619,98.0
T487773,C8423089,16/5/89,M,NEW DELHI,15153.12,20/8/16,163540,180.0
T268869,C6523275,27/5/81,M,THANE,16617.97,12/8/16,213150,387.0
T991764,C2940731,6/10/89,M,PUNE,171781.42,15/9/16,115343,1.0
T96996,C4019378,10/6/93,F,HOSHIARPUR,35380.45,1/8/16,185038,1000.0
T3178,C8130181,15/7/88,F,NEW DELHI,43123.78,21/10/16,150309,1664.0
T388278,C5142077,24/5/95,M,CHENNAI,9894.96,13/8/16,201133,933.0
T841433,C2513712,31/7/93,F,BANGALORE,173447.62,4/9/16,42735,68.0
T50830,C7725965,11/6/90,M,SHIMLA,28544.15,3/8/16,162811,2100.0
T884911,C6732111,20/8/92,F,BAMBOLIM,148.88,7/9/16,192037,1000.0
T1019519,C2323354,1/1/1800,M,KARNAL,11683.85,13/9/16,165625,2500.0
T740470,C4298376,1/1/94,F,NELLORE,96.72,2/9/16,193149,1908.0
T722178,C1823785,6/10/84,M,UDAIPUR,47505.4,3/9/16,210841,3418.0
T137474,C5914338,8/10/87,M,YAMUNANAGAR,1595.28,5/8/16,103731,30.0
T460649,C6784453,6/4/73,M,NOIDA,19578.38,21/8/16,134949,1340.0
T66845,C5142542,17/2/78,F,NEW DELHI,203603.33,2/8/16,115851,3780.0
T879798,C6331864,5/10/91,M,GHAZIABAD,8856.6,8/9/16,215641,1359.0
T497119,C3514649,11/9/92,M,CHITTO0R,12359.29,20/8/16,185619,460.0
T912904,C8436892,7/12/86,M,NAGAR MUMBAI,351068.01,12/9/16,4349,1686.0
T774241,C4011552,31/7/81,M,BANGALORE,4848.07,6/9/16,213538,88.0
T241583,C6433687,10/8/88,F,NOIDA,24892.74,7/8/16,164456,524.5
T999257,C3422841,1/8/82,M,NEW DELHI,358057.2,14/9/16,112832,97.0
T89125,C5116392,1/1/1800,M,HYDERABAD,221757.28,1/8/16,113418,1499.0
T534595,C6787061,22/10/90,F,PATIALA,14263.92,22/8/16,3525,495.0
T898082,C7012115,1/2/89,M,PUNE,333.71,7/9/16,120030,500.0
T714407,C1764971,3/7/93,M,NEW DELHI,12368.89,3/9/16,172615,588.05
T307770,C3727920,28/6/89,F,BANGALORE,49323.66,10/8/16,192037,3721.0
T668154,C3435141,4/4/75,M,NEW DELHI,69573.84,28/8/16,121052,1500.0
T310013,C8534220,23/12/90,F,MATHURA,7296.34,10/8/16,145246,15732.5
T415333,C4325634,15/2/83,M,SILCHAR,16.15,17/8/16,81809,98.0
T524905,C5918727,4/1/90,F,JALANDHAR,23681.23,24/8/16,103811,200.0
T862318,C1031085,15/4/88,M,KOLKATA,15.55,8/9/16,115330,202.0
T793680,C5014938,20/2/91,M,UDAIPUR,26.86,5/9/16,110521,69.0
T919549,C3932665,3/4/92,M,DEHRADUN,7729.84,12/9/16,211148,569.0
T466101,C7711065,10/12/74,F,BANGALORE,53.66,21/8/16,195647,278.0
T944381,C4722164,13/12/95,F,DEOLI,66205.76,11/9/16,214128,500.0
T1030750,C3819616,1/1/1800,M,UDAIPUR,24.95,13/9/16,93313,50.0
